49 RAC,49e (Sault-Sainte-Marie) Régiment d'artillerie de campagne,,49 Fd Regt,49th (Sault-Sainte-Marie) Field Regiment,
5 ASG HQ,5 Area Support Group Headquarters,,QG 5 GSS,Quartier Général du 5e Groupe de Soutien de Secteur,
6 Fd Regt,6th Field Regiment,,6 RAC,6e Régiment d'artillerie de campagne,
6 RAC,6e Régiment d'artillerie de campagne,,6 Fd Regt,6th Field Regiment,
62 Fd Regt,62nd Field Regiment,,62 RAC,62e Régiment d'artillerie de campagne,
62 RAC,62e Régiment d'artillerie de campagne,,62 Fd Regt,62nd Field Regiment,
78 Bie Camp,78e Batterie de campagne,,78 Fd Bty,78 Field Battery,
78 Fd Bty,78 Field Battery,,78 Bie Camp,78e Batterie de campagne,
89 Bie Camp,89e Batterie de campagne,,89 Fd Bty,89 Field Battery,
89 Fd Bty,89 Field Battery,,89 Bie Camp,89e Batterie de campagne,
,assurer le suivi,,FYA,for your action,
,à titre d'information,,FYI,for your information,
A,anti-,,A,anti-,
A1,A1 Administration,,A1,A1 Administration,
A2,A2 Intelligence,,A2,A2 Renseignement,
A2,A2 Renseignement,,A2,A2 Intelligence,
A3,A3 Operations,,A3,A3 Opérations,
A3,A3 Opérations,,A3,A3 Operations,
A4,A4 Logistics,,A4,A4 Logistique,
A4,A4 Logistique,,A4,A4 Logistics,
A5,A5 Affaires publiques,,A5,A5 Public Affairs,
A5,A5 Public Affairs,,A5,A5 Affaires publiques,
A6,A6 Services d'information et de télécommunications,,A6,A6 Telecommunications and Information Services,
A6,A6 Telecommunication and Information Services,,A6,A6 Services d'information et de télécommunications,
A7,A7 Développement de la force et plans,,A7,A7 Force Development and Plans,
A7,A7 Force Development and Plans,,A7,A7 Développement de la force et plans,
A Admin Cmdt,adjoint administratif du commandant,,CO Admin Asst,commanding officer's administrative assistant,
AArmour,antiarmour,,Ablindé,antiblindé,
Ablindé,antiblindé,,AArmour,antiarmour,
,à compter de ...,,WEF,with effect from ...,
A Méd,adjoint médical,,Med A,medical assistant,
A Trans B,Army Transformation Board,,C Trans AT,Conseil de transformation de l'Armée de terre,
A Trans WG,Army Transformation Working Group,,GT Trans AT,Groupe de travail sur la transformation de l'Armée de terre,
A/--,acting,,---/I,"intérimaire, par intérim",
A/R msg,accept/refuse message,,msg A/R,message d'acceptation/refus,
A/S,antisubmarine,,ASM,Anti-sous-marin(e),
A/SLt,acting sub-lieutenant,,ens 2,enseigne de vaisseau de 2e classe,
AA,air-air,,AA,air-to-air,
AA,air-to-air,,AA,air-air,
AA,Airworthiness Authority,,AN,Autorité de navigabilité,
AA,antiaérien,,AA,anti-aircraft,
AA,anti-aircraft,,AA,antiaérien,
AA,appui aérien,,AS,air support,
AA,administrative assistant,,AA,adjoint administratif,
AA,adjoint administratif,,AA,administrative assistant,
AAA,air avenue of approach,,VAA,voie d'approche aérienne,
AA cbt,arme d'appui au combat,,cbt sp A,combat support arm,
AAB,air assault brigade,,BAA,brigade d'assaut aérien,
AAB,arme antiblindé,,AAW,antiarmour weapon,
AABCP,"arme antiblindé, courte portée",,SRAAW,short-range anti-armour weapon,
AABLP,"arme antiblindé, longue portée",,LRAAW,long-range anti-armour weapon,
AABMP,"arme antiblindé, moyenne portée",,MRAAW,medium range anti-armour weapon,
AACL,arme antichar légère,,LAW,light anti-tank weapon,
AACL,arme antichar lourde,,HAW,heavy anti-tank weapon,
AAD,advanced ammunition depot,,DMA,dépôt de munitions avancé,
AADC,Attaché adjoint - Défense du Canada,,ACDA,Assistant Canadian Defence Attaché,
AAdjt,assistant adjutant,,ACapt Adjt,adjoint au capitaine-adjudant,
AAE,agent antiémeutes,,RCA,riot control agent,
AAF,allied air force,,FAA,force aérienne alliée,
AAFC,attaché de l'Air des Forces canadiennes,,CFAA,Canadian Forces Air attaché,
AAG,Arrival Assistance Group,,GAA,Groupe d’aide à l’arrivée,
AAH,antiarmour helicopter,,HAB,hélicoptère antiblindé,
AAH,antiarmour helicopter,,HAC,helicoptère antichar,
AAM,air-to-air missile,,MAA,missile air-air,
AAM,approche axée sur la mission,,MOA,mission-oriented approach,
AAO,appui aérien offensif,,OAS,offensive air support,
AHP,architecture d'harmonisation de programmes,,PAA,program alignment architecture,
AAP,auxiliary aiming point,,PPA,point de pointage auxiliaire,
AAR,after-action review,,AAR,analyse après action,
AAR,analyse après action,,AAR,after-action review,
AAR,appui aérien rapproché,,CAS,close air support,
AARR,avion en alerte de réaction rapide,,QRAA,quick reaction alert aircraft,
AAS,aircraft arresting system,,SAA,système d'arrêt d'aéronef,
AASD,automatic artillery survey device,,DAAA,dispositif d'arpentage automatique d'artillerie ,
AAW,antiarmour weapon,,AAB,arme antiblindé,
AAWC,anti-air warfare controller,,CGA,contrôleur - guerre antiérienne,
AB,able seaman,,mat 2,matelot de 2e classe,
AB,airborne,,AP,aéroporté,
AB,arme blindée,,,armour,
aband,abandonner,,relq,relinquish,
ABBG,airborne battle group,,GTAP,groupement tactique aéroporté,
ABBG,airborne brigade group,,GBAP,groupe-brigade aéroporté,
ABCO,airborne control officer,,OCOAP,officier contrôleur des opérations aéroportées,
ABCS,airborne control section,,SCOAP,section du contrôle des opérations aéroportées,
ABD,administrateur de base de données,,DBA,database administrator,
ABDR,aircraft battle damage repair,,RAEC,réparation des aéronefs endommagés au combat,
ABF,airborne force,,FAP,force aéroportée,
ABFLO,airborne force liaison officer,,OLFAP,officier de liaison des forces aéroportées,
ABM,antiballistic missile,,MAMB,missile antimissile balistique,
AB op,airborne operation,,op AP,opération aéroportée,
abrév,abréviation,,abvn,abbreviation,
ABTC,airborne training centre,,CITAP,centre d'instruction des troupes aéroportées,
abvn,abbreviation,,abrév,abréviation,
AC,à classer,,PA,put away,
AC,à communiquer,,TBA,to be announced,
A/C,aircraft,,aé,aéronef,
AC,année civile,,CY,calendar year,
AC,antichar,,AT,anti-tank,
AC,Armée canadienne,,CA,Canadian Army,
AC,army corps,,CA,corps d'armée,
AC,autorité de certification,,CA,certification authority,
AC,autorité de  certification,,CA,certificate authority,
AC area,airspace control area,,ZCEA,zone de contrôle de l'espace aérien,
ACA,airspace control authority,,ACEA,autorité de contrôle de l'espace aérien,
ACA,ancienneté comptant pour l'avancement,,TCP,time credit for promotion,
ACapt Adjt,adjoint au capitaine-adjudant,,AAdjt,assistant adjutant,
ACAS,Agent de contrôle de l'accès au système,,SACO,System Access Control Officer,
acc,accept,,acc,accepter,
acc,accepter,,acc,accept,
ACC,air component commander,,CCA,commandant de composante aérienne,
ACC,area control centre,,CCZ,centre de contrôle de zone,
ACC,area coordination centre,,CCZ,centre de coordination de zone,
ACC CIS,Air Component Command Communication Information Specialist,,SIC CCA,Spécialiste de l'information de la communication - Commandement de la composante aérienne,
accél,accélérer,,Xpd,expedite,
accn,accommodation,,logt,logement,
Accn O,accommodation officer,,O Hébgt,officier de l'hébergement,
Accréd Vér,Accréditation et vérification,,Cred Ver,Credentialing and Verification,
acct,account,,compt,compte,
acct,accounting,,compt,comptabilité,
Accts O,accounts officer,,O Compt,officier comptable,
,accusé de réception,,ACK,acknowledgement,
ACD,Académie canadienne de la Défense,,CDA,Canadian Defence Academy,
ACD Adv,Assistant Canadian Defence Adviser,,CADC,Conseiller adjoint - Défense du Canada,
ACDA,Assistant Canadian Defence Attaché,,AADC,Attaché adjoint - Défense du Canada,
ACD COSMIC,agent de contrôle des documents COSMIC,,COSMIC Con O,COSMIC control officer,
ACDF,Autorité centrale de développement des forces,,CFDA,Central Force Development Authority,
ACE,Aviation Common Equipment,,ECA,Équipement commun d'aviation,
ACEA,autorité de contrôle de l'espace aérien,,ACA,airspace control authority,
ACEM,aimed controlled effect mine,,MAH,mine à action horizontale,
ACEM,chef d’état-major adjoint,,ACOS,assistant chief of staff,
ACEMA,Chef d'état-major adjoint de l'Armée,,Asst C Army ,Assistant Chief of the Army Staff,
ACEMFA,Chef d'état-major adjoint de la Force aérienne,,Asst C Air Force,Assistant Chief of the Air Force Staff,
ACEMM,Chef d'état-major adjoint de la Marine,,Asst C Naval,Assistant Chief of the Naval Staff,
ACF,accord de cessez-le-feu,,CFA,ceasefire agreement,
ACGU,"Australia, Canada, Great Britain and USA",,ACGU,"Australie, Canada, Grande Bretagne, États-Unis",
ACGU,"Australie, Canada, Grande Bretagne, États-Unis",,ACGU,"Australia, Canada, Great Britain and USA",
ACIMS,Army Collaborative Information Management Services,,SCGIA,Services collaboratifs de gestion de l'information de l'Armée de terre,
ACK,acknowledgement,,,accusé de réception,
ACMR,aéronef de combat multirôle,,MRCA,multirole combat aircraft,
ACMG,air combat and mobility group ,,GACM,groupe aérien de combat et de mobilité,
ACOS,assistant chief of staff,,ACEM,chef d'état-major adjoint,
ACP,aid of the civil power,,ACP,aide au pouvoir civil,
ACP,advanced command post,,PCA,poste de commandement avancé,
ACP,aide au pouvoir civil,,ACP,aid of the civil power,
ACP,Allied communications publication,,ACP,publication interalliée - transmissions,
ACP,ambulance control post,,PCA,poste de contrôle des ambulances,
ACP,publication interalliée - transmissions,,ACP,Allied communications publication,
ACPO,assistant command post officer,,AOPC,adjoint à l'officier du poste de commandement,
ACR,anticipated consumption rate,,TBC,taux de base de consommation,
ACS,airspace control system,,SCEA,système de contrôle de l'espace aérien,
ACSS Sqn,air combat service support squadron,,Esc SSCA,escadron de service de soutien (combat aérien),
ACV,arms control verification,,VCA,vérification du contrôle des armements,
AD,air defence,,DA,défense aérienne,
AD,air defence,,DAA,défense antiaérienne,
AD,air dispatch,,CA,courrier aérien,
AD,appui direct,,DS,direct support,
AD,armoured dozer ,,BB,bouteur blindé ,
ADC,avion à double capacité,,DCA,dual-capable aircraft,
AD Comd,air defence commander,,Cmdt DA,commandant de la défense aérienne,
AD regt,air defence artillery regiment,,RAAA,régiment d'artillerie antiaérienne,
AD regt,air defence regiment,,RAAA,régiment d'artillerie antiaérienne,
AD Sqn,air demonstration squadron,,Esc DA,escadron de démonstration aérienne,
ADA,air duty allowance,,ISA,indemnité de service aérien,
ADAC,Acoustic Data Analysis Centre,,CADA,Centre d'analyse des données acoustiques,
ADAC,à décollage et atterrissage courts,,STOL,short take-off and landing,
ADAC,décollage et atterrissage courts,,STOL,short take-off and landing,
ADAC (Pacific)/ADAC(P),Acoustic Data Analysis Centre Pacific,,CADA (Pacifique)/CADA(P),Centre d'analyse des données acoustiques Pacifique,
ADAM,area denial artillery munition,,MAIZ,munition d'artillerie d'interdiction de zone,
ADATS,air defence anti-tank system,,ADATS,système de défense antichar et antiaérienne,
ADATS,système de défense antichar et antiaérienne,,ADATS,air defence anti-tank system,
ADAV,aéronef à décollage et atterrissage vertical,,VTOL,vertical take-off and landing aircraft,
ADC,aide de camp,,ADC,aide-de-camp,
ADC,aide-de-camp,,ADC,aide de camp,
ADC,air defence command,,CDA,commandement de la défense aérienne,
ADC,Attaché - Défense du Canada,,CDA,Canadian Defence Attaché,
ADCON,administrative control,,ADCON,contrôle administratif,
ADCON,contrôle administratif,,ADCON,administrative control,
add,addition,,add,addition,
add,additional,,add,additionnel,
add,additionnel,,add,additional,
ADDN,Automated Defence Data Network,,RADD,Réseau automatisé de données de la défense,
adds,addressee,,dest,destinataire,
ADEX,exercice de défense aérienne,,ADEX,air defence exercise,
ADEX,air defence exercise,,ADEX,exercice de défense aérienne,
ADF,à double fonction,,DH,double-hatted,
AFDS,Automated Fuel Data System,,SADC,Système de données automatisées - Dépenses en carburant ,
ADH,automatic data handling,,TTAD,traitement et transmission automatique des données,
ADIZ,air defence identification zone,,ZIDA,zone d'identification de défense aérienne,
adj,adjudant,,WO,warrant officer,
Adj B,adjudant de la base,,BWO,base warrant officer,
Adj Ops,adjudant des opérations,,Ops WO,operations warrant officer,
Adj Sup,adjudant supérieur,,Snr WO,senior warrant officer,
Adj Sup,adjudant supérieur,,sr WO,senior warrant officer,
Adj Visites,adjudant des visites,,Visits WO,visits warrant officer,
,adjoint,,asst,assistant,
Adjt,adjutant,,Capt Adjt,capitaine-adjudant,
adjuc,adjudant-chef,,CWO,chief warrant officer,
Adjuc B,adjudant-chef de la base,,BCWO,base chief warrant officer,
Adjuc Bde,adjudant-chef de la brigade,,Bde CWO,brigade chief warrant officer,
Adjuc C,adjudant-chef du commandement,,CCWO,command chief warrant officer,
Adjuc Ere,adjudant-chef de l'escadre,,W CWO,wing chief warrant officer,
adjum,adjudant-maître,,MWO,master warrant officer,
ADL,armistice demarcation line,,LDA,ligne de démarcation de l'armistice,
Adm,admiral,,am,amiral,
ADM,atomic demolition munition,,CNS,charge nucléaire statique,
ADM,arme de destruction massive,,WMD,weapon of mass destruction,
ADM,Assistant Deputy Minister,,SMA,sous-ministre adjoint,
ADM(HR-Civ),Assistant Deputy Minister (Human Resources - Civilian),,SMA(RH-Civ),Sous-Ministre adjoint (Ressources humaines - Civils),
ADM (HR- Civ Transfers),Assistant Deputy Minister (Human Resources - Civilian Transfers),,SMA(RH-Mutations Civ),Sous-Ministre adjoint (Ressources humaines - Mutations civiles),
ADM(IE),Assistant Deputy Minister (Infrastructure and Environment),,SMA(IE),Sous-Ministre adjoint (Infrastructure et environnement),
ADM(IM),Assistant Deputy Minister (Information Management),,SMA(GI),Sous-Ministre adjoint (Gestion de l'information),
ADM(Mat),Assistant Deputy Minister (Materiel),,SMA(Mat),Sous-Ministre adjoint (Matériels),
ADM(PA),Assistant Deputy Minister (Public Affairs),,SMA(AP),Sous-Ministre adjoint (Affaires publiques),
ADM(Pol),Assistant Deputy Minister (Policy),,SMA(Pol),Sous-Ministre adjoint (Politiques),
ADM(RS),Assistant Deputy Minister (Review Services),,SMA(Svc Ex),Sous-Ministre adjoint (Services d'examen),
ADM(S&T),Assistant Deputy Minister (Science and Technology),,SMA(S & T),Sous-Ministre adjoint (Science et technologie),
admin,administer,,admin,administrer,
admin,administrateur,,admin,administrator,
admin,administratif,,admin,administrative,
admin,administration,,admin,administration,
admin,administrative,,admin,administrative,
admin,administrator,,admin,administrateur,
admin,administrer,,admin,administer,
admin coy,administration company,,cie admin,compagnie d’administration,
Admin O,administrative officer,,O Admin,officier d’administration,
admin O,administrative order,,O admin,ordre administratif,
admin period,administration period,,,période réservée à l'administration,
Admin SI,adminstrateur de services d’information,,IS Admin,information services administator,
Admin Sp O,administration support officer,,OS Admin,officier du soutien administratif,
admin staff,administration staff,,,état-major administratif,
admin staff,administration staff,,,personnel administratif,
Admin Syst,administrateur du système,,Sys Admin,system administrator,
Administratif EMOL CPM,Soutien administratif de l'Équipe de mise en oeuvres des litiges du Chef du personnel militaire,,CMP LIT Clerical,Chief Military Personnel Litigation Implementation Team Clerical Support,
ADOC,air defence operations centre,,CODA,centre d’opérations de la défense aérienne,
ADR,aerodrome damage repair,,RAE,réparation d'aérodrome endommagé,
ADR,air defence region,,RDA,région de défense aérienne,
ADR,alternative dispute resolution,,MARC,mode alternatif de résolution des conflits,
ADS,air dispatch service,,SCA,service du courrier aérien,
ADS,artillery data system,,SDA,système de données d’artillerie,
ADSM,artillery-delivered scatterable mine,,MDA,mine dispersable par artillerie,
adv,advance,,av,avancer,
adv,advance,,av,progresser,
advr,advisor,,conslr,conseiller,
AE,à effectuer,,TBCO,to be carried out,
aé,aéronef,,A/C,aircraft,
AE,attaque électronique,,EA,electronic attack,
AEC,absent en congé,,AOL,absent on leave,
AED,arme à énergie dirigée,,DEW,directed-energy weapon,
AEDT,Avis d'exécution - Données techniques,,TDAN,Technical Data Action Notice,
AEM,absent en mission,,AOD,absent on duty,
AEN,Autorité des enquêtes sur la navigabilité,,AIA,Airworthiness Investigative Authority,
AENLO,aeromedical evacuation nursing liaison officer,,IMLEA,infirmier militaire de liaison d'évacuations aéromédicales,
aerial recce,aerial reconnaissance,,reco aérienne,reconnaissance aérienne,
aero,aerospace,,aéro,aérospatial,
aéro,aérospatial,,aero,aerospace,
AE Sqn,airfield engineer squadron,,Esc GTA,escadron du génie en terrain d’aviation,
AESS,air expeditionary support squadron,,ESEA,escadron de soutien expéditionnaire aérien,
AETE,Aerospace Engineering Test Establishment,,CETA,Centre d’essais techniques (Aérospatiale),
AETP,Ammunition and Explosives Terminology Panel,,GETEM,Groupe d’experts en terminologie des explosifs et munitions,
AEV,armoured engineer vehicle,,EBG,engin blindé du génie,
AEW,air expeditionary wing,,EEA,escadre expéditionnaire aérienne,
AF,Air Force,,FA,Force aérienne,
AF,année financière,,FY,fiscal year,
AF,appui-feu,,FS,fire support,
AF,audio frequency,,AF,audiofréquence,
AF,audiofréquence,,AF,audio frequency,
AF,augmentation force,,FA,force d’appoint,
AFC,Armed Forces Council,,CFA,Conseil des Forces armées,
AFC,Attaché des Forces canadiennes,,CFA,Canadian Forces Attaché,
AFCS,automatic flight control system,,CADV,commandes automatiques de vol,
aff,affecter,,asg,assign,
AFN,appui-feu naval,,NFS,naval fire support,
AFSTP,Agent financier supérieur à temps plein,,SFFO,Senior Full-time Financial Officer,
AFTP,Air Force Terminology Panel,,GETFA,Groupe d’experts en terminologie de la Force aérienne,
AFV,armoured fighting vehicle,,VBC,véhicule blindé de combat,
AG,alerte générale,,GA,general alert,
AG,appui général,,GS,general support,
AG,army group,,GA,groupe d’armées,
AGAC,arme guidée antichar,,ATGW,anti-tank guided weapon,
AGC,automatic gain control,,CAG,commande automatique de gain,
AGI Ops,agent de gestion de l’information,,Ops IMO,operations information management officer,
AGL,above ground level,,AGL,au-dessus du sol,
AGL,au-dessus du sol,,AGL,above ground level,
AGO,air gunnery officer,,OTA,officier du tir aérien,
AGR,appui général renforcement,,GSR,general support reinforcing,
AGZ,actual ground zero,,PZR,point zéro réel,
Ah,ampère-heure,,Ah,ampere-hour,
Ah,ampere-hour,,Ah,ampère-heure,
AH,attack helicopter,,HA,hélicoptère d’attaque,
Ahd,airhead,,TdePA,tête de pont aérienne,
AHSVS,armoured heavy support vehicle system,,VSBL,véhicule de soutien blindé lourd,
AI,action immédiate,,IA,immediate action,
AI,air interception,,IA,interception aérienne,
AI,air interdiction,,IA,interdiction aérienne,
AI,aeronautical information,,IA,information aéronautique,
,aider,,asst,assist,
AIDNAV,aide à la navigation,,NAVAID,navigation aid,
AIG,address indicating group,,AIG,adresses intentionnellement groupées,
AIG,adresses intentionnellement groupées,,AIG,address indicating group,
AIG,assistant instructor in gunnery,,IAA,instructeur adjoint en artillerie,
AIM,air intercept missile,,MIA,missile d’interception aérienne,
AIPRP,accès à l’information et protection des renseignements personnels,,ATIP,access to information and privacy,
Air Det Ops,air detachment operations,,Ops DA,opérations du détachement aérien,
air mov sqn,air movements squadron,, esc mouv air,escadron des mouvements aériens,
Air Ops NCM,air operations non-commissioned member,,MR Ops Air,militaire du rang – opérations aériennes,
air recce,air reconnaissance,,reco aérienne,reconnaissance aérienne,
Air Res,Air Reserve,,Rés Air,Réserve aérienne,
AIRCOM Academy,Air Command Academy,,École COM AIR,École du commandement aérien,
AIRCOM NCM Academy,Air Command Non-Commissioned Member Academy,,École C Air MR,École du Commandement aérien pour les militaires du rang,
AJAG,assistant judge advocate general,,AJAG,assistant du juge-avocat général,
AJAG,assistant du juge-avocat général,,AJAG,assistant judge advocate general,
AL,alerte lointaine,,EW,early warning,
AL,armes légères,,SA,small arms,
Alb.,Alberta,,Alta.,Alberta,
ALBM,air-launched ballistic missile,,MLBA,missile balistique à lanceurs aériens,
ALCM,air-launched cruise missile,,MCLA,missile de croisière à lanceur aérien,
ALCON,all concerned,,,tous les intéressés,
ALFC,Agence de logement des Forces canadiennes,,CFHA,Canadian Forces Housing Agency,
ALG,arme lance-grenade,,GLW,grenade launching weapon,
allce,allowance,,indemn,indemnité,
alloc,allocate,,,allouer,
alloc,allocate,,,assigner,
alloc,allocation,,alloc,allocation,
,allouer,,alloc,allocate,
Alm AI PM,alarmes anti-intrusion de la police militaire,,MP Intru Alm,military police intrusion alarms,
ALO,air liaison officer,,OLFA,officier de liaison des forces aériennes,
ALOA,allowance – loss of operational allowances,,IPIO,indemnité – perte d’indemnités opérationnelles,
ALP,ambulance loading point,,PchA,point de chargement des ambulances,
ALQ,advanced leadership qualification,,QAL,qualification avancée en leadership,
ALSE,aviation life support equipment,,ESA,équipement de survie de l’aviation,
ALSEO,aviation life support equipment officer,,OESA,officier de l’équipement de survie de l’aviation,
alt,altitude,,alt,altitude,
Alta.,Alberta,,Alb.,Alberta,
altn,alternate,,altn,alterner,
altn,alternatif,,altn,alternative,
altn,alternative,,altn,alternatif,
altn,alterner,,altn,alternate,
altn gun posn,alternate gun position,,posn pièces rech,position de pièces de rechange,
altn HQ,alternate headquarters,,QG rel,quartier général de relève,
altn HQ,alternate headquarters,,PC rel,poste de commandement de relève,
altn posn,alternate position,,posn rechange,position de rechange,
am,amiral,,Adm,admiral,
AM,amplitude modulation,,MA,modulation d’amplitude,
AM,automoteur,,SP,self-propelled,
AMA,artillery manoeuvre area,,ZMA,zone de manoeuvre d’artillerie,
amb,ambulance,,amb,ambulance,
Amb C,ambulance de campagne,,Fd Amb,field ambulance,
AMCRO,aircraft maintenance control and repair office,,BCMRA,bureau de contrôle de la maintenance et de la réparation des aéronefs,
amdt,amendment,,mod,modificatif,
AMFC,attaché militaire des Forces canadiennes,,CFMA,Canadian Forces Military attaché,
AMFP,armes micro-ondes de forte puissance,,HPMW,high-power microwaves weapon,
,autre ministère,,OGD,other government department,
AMM,anti-missile missile,,MAM,missile antimissile,
AMME,altitude minimale moyenne d’éclatement,,MNBA,minimum normal burst altitude,
ammo,ammunition,,mun,munition,
Ammo O,ammunition officer,,O Mun,officier des munitions,
AMO,Arrêté ministériel d'organisation,,MOO,Ministerial Organization Order,
amph,amphibie,,amph,amphibious,
amph,amphibious,,amph,amphibie,
AMRAAM,advanced medium-range air-to-air missile,,AMRAAM,missile air-air perfectionné à moyenne portée,
AMRAAM,missile air-air perfectionné à moyenne portée,,AMRAAM,advanced medium-range air-to-air missile,
AMS,air maintenance squadron,,EMA,escadron de maintenance (air),
AMS,application management services,,SGA,service de gestion des applications,
AMSL,above mean sea level,,AMSL,au-dessus du niveau moyen de la mer,
AMSL,au-dessus du niveau moyen de la mer,,AMSL,above mean sea level,
AMT,aide-mémoire tactique,,TAM,tactical aide-mémoire,
AMU,air movements unit,,UMA,unité des mouvements aériens,
an,année,,yr,year,
AN,approvisionnement national,,NP,National Procurement,
AN,Autorité de navigabilité,,AA,Airworthiness Authority,
anchor OP,anchor observation post,,PO fixe,poste d’observation fixe ,
ANFO,ammonium nitrate and fuel oil,,ANFO,nitrate-fuel,
ANFO,nitrate-fuel,,ANFO,ammonium nitrate and fuel oil,
anl,annuler,,canc,cancel,
ANL,arme non létale,,NLW,non-lethal weapon,
anlst,analyst,,anlst,analyste,
anlst,analyste,,anlst,analyste,
anlys,analyse,,anlys,analysis,
anlys,analysis,,anlys,analyse,
ann,annual,,ann,annuel,
ann,annuel,,ann,annual,
ANO,Autorité de navigabilité opérationnelle,,OAA,Operational Airworthiness Authority,
ANRC,Autorité nationale des Rangers canadiens,,CRNA,Canadian Rangers National Authority,
ANT,Autorité de navigabilité technique,,TAA,Technical Airworthiness Authority,
antipers,antipersonnel,,anti-pers,anti-personnel,
antipers mine,anti-personnel mine,,mine antipers,mine antipersonnel,
anx,annex,,anx,annexe,
AO,acquisition d’objectif,,TA,target acquisition,
AO,area of operations,,ZO,zone d’opérations,
AO,assisting officer,,OD,officier désigné,
AOC,air operations centre,,COA,centre d’opérations aériennes,
AOD,absent on duty,,AEM,absent en mission,
AOE,Alberta Order of Excellence,,AOE,Ordre d’excellence de l’Alberta,
AOE,Ordre d’excellence de l’Alberta,,AOE,Alberta Order of Excellence,
AOL,absent on leave,,AEC,absent en congé,
AOPC,adjoint à l’officier du poste de commandement,,ACPO,assistant command post officer,
AOR,area of responsibility,,Zresp,zone de responsabilité,
